INDICADOR DA SOJA ESALQ/BM&FBOVESPA - PARANAGUÁ,,
,,
Fonte: Cepea,,
Data,À vista R$,À vista US$
17/01/2022,"176,72","31,99"
18/01/2022,"176,16","31,71"
19/01/2022,"176,86","32,37"
20/01/2022,"179,39","33,15"
21/01/2022,"180,15","33,01"
24/01/2022,"179,47","32,61"
25/01/2022,"179,73","33,04"
26/01/2022,"184,22","34,07"
27/01/2022,"181,48","33,44"
28/01/2022,"183,8","34,08"
31/01/2022,"184,29","34,75"
01/02/2022,"188,67","35,8"
02/02/2022,"192,71","36,46"
03/02/2022,"191,98","36,27"
04/02/2022,"193,36","36,3"
07/02/2022,"197,85","37,61"
08/02/2022,"196,56","37,4"
09/02/2022,"197,19","37,78"
10/02/2022,"198,33","37,95"
11/02/2022,"195,85","37,48"
14/02/2022,"191,08","36,63"
15/02/2022,"189,54","36,58"
16/02/2022,"189,59","36,97"
17/02/2022,"195,11","37,75"
18/02/2022,"195,9","38,13"
21/02/2022,"196,27","38,44"
22/02/2022,"195,45","38,59"
23/02/2022,"199,92","39,96"
24/02/2022,"201,35","39,35"
25/02/2022,"198,67","38,61"
02/03/2022,"203,2","39,76"
03/03/2022,"202,9","40,39"
04/03/2022,"203,62","40,09"
07/03/2022,"203,18",40
08/03/2022,"206,99","40,94"
09/03/2022,"206,04","41,12"
10/03/2022,"207,14","41,28"
11/03/2022,"203,15","40,21"
14/03/2022,"204,36","39,84"
15/03/2022,"202,41","39,27"
16/03/2022,"203,31","39,83"
17/03/2022,"203,85","40,46"
18/03/2022,"202,01","40,29"
21/03/2022,"201,54","40,7"
22/03/2022,"201,04","40,87"
23/03/2022,"198,52","41,03"
24/03/2022,"197,14","40,84"
25/03/2022,"193,27","40,68"
28/03/2022,"189,94","39,82"
29/03/2022,"185,2","38,9"
30/03/2022,"186,19","38,94"
31/03/2022,"186,25","39,12"
01/04/2022,"178,54","38,24"
04/04/2022,"174,46","37,83"
05/04/2022,"176,84","37,97"
06/04/2022,"178,84","37,89"
07/04/2022,"182,22","38,4"
08/04/2022,"184,13","39,13"
11/04/2022,"182,66","39,01"
12/04/2022,"183,39","39,2"
13/04/2022,"183,65","39,19"
14/04/2022,"186,68","39,79"
18/04/2022,"186,73","40,09"
19/04/2022,"186,75","39,96"
20/04/2022,"186,67","40,36"
22/04/2022,"192,57","40,14"
25/04/2022,"193,63","39,73"
26/04/2022,"195,55","39,19"
27/04/2022,"195,45","39,37"
28/04/2022,"196,88","39,87"
29/04/2022,"195,24","39,46"
02/05/2022,"194,81","38,45"
03/05/2022,"192,94","38,86"
04/05/2022,"190,98","38,89"
05/05/2022,"193,51","38,48"
06/05/2022,"193,91","38,22"
09/05/2022,"192,02","37,24"
10/05/2022,"192,11","37,48"
11/05/2022,"192,45","37,46"
12/05/2022,"194,58","37,81"
13/05/2022,"196,26","38,83"
16/05/2022,"196,84","39,02"
17/05/2022,"196,37","39,74"
18/05/2022,"195,36","39,17"
19/05/2022,"194,9","39,66"
20/05/2022,"195,46","40,14"
23/05/2022,"191,68","39,83"
24/05/2022,"191,28","39,68"
25/05/2022,"191,13","39,73"
26/05/2022,"192,44","40,42"
27/05/2022,"192,98","40,73"
30/05/2022,"192,32","40,48"
31/05/2022,"190,05",40
01/06/2022,"189,89","39,57"
02/06/2022,"193,64","40,39"
03/06/2022,"192,1","40,15"
06/06/2022,"190,77","39,73"
07/06/2022,"194,27","39,88"
08/06/2022,"197,47","40,46"
09/06/2022,"196,63","40,04"
10/06/2022,"200,25","40,2"
13/06/2022,"199,1","38,86"
14/06/2022,"199,39","38,79"
15/06/2022,"198,66","39,53"
17/06/2022,"199,57","38,83"
20/06/2022,"199,67","38,51"
21/06/2022,"197,06","38,26"
22/06/2022,"194,01","37,53"
23/06/2022,"189,63","36,26"
24/06/2022,"188,96","35,94"
27/06/2022,"189,89","36,32"
28/06/2022,"194,53","36,94"
29/06/2022,"193,91","37,32"
30/06/2022,"194,96","37,28"
01/07/2022,"194,02","36,46"
04/07/2022,"193,78","36,38"
05/07/2022,"187,41","34,76"
06/07/2022,"188,11","34,74"
07/07/2022,"190,37","35,62"
08/07/2022,"190,67","36,21"
11/07/2022,"196,51","36,61"
12/07/2022,"192,48","35,39"
13/07/2022,"190,57","35,25"
14/07/2022,"191,53","35,25"
15/07/2022,"190,33","35,2"
18/07/2022,"191,61","35,33"
19/07/2022,"188,87","34,85"
20/07/2022,"188,34","34,49"
21/07/2022,"186,13","33,9"
22/07/2022,"185,06","33,64"
25/07/2022,"185,94","34,6"
26/07/2022,"190,32","35,55"
27/07/2022,"194,95","37,14"
28/07/2022,"192,9","37,38"
29/07/2022,"195,73","37,8"
01/08/2022,"189,22","36,49"
02/08/2022,"187,44","35,5"
03/08/2022,"186,88","35,43"
04/08/2022,"186,65","35,78"
05/08/2022,"188,03","36,38"
08/08/2022,"185,19","36,21"
09/08/2022,"184,9","35,99"
10/08/2022,"187,52","36,82"
11/08/2022,"189,48","36,71"
12/08/2022,"189,31","37,36"
15/08/2022,"184,59","36,24"
16/08/2022,"182,71","35,5"
17/08/2022,"184,28","35,63"
18/08/2022,"184,38","35,64"
19/08/2022,"184,99","35,75"
22/08/2022,"186,87","36,2"
23/08/2022,"189,17","37,09"
24/08/2022,"190,51","37,29"
25/08/2022,"189,48","36,96"
26/08/2022,"189,54","37,35"
29/08/2022,"187,44","37,29"
30/08/2022,"185,58","36,32"
31/08/2022,"190,97","36,71"
01/09/2022,"189,11","36,12"
02/09/2022,"189,03","36,51"
05/09/2022,"188,99","36,68"
06/09/2022,"188,54","35,97"
08/09/2022,"186,48","35,8"
09/09/2022,"185,09","35,94"
12/09/2022,"187,35","36,8"
13/09/2022,"188,86","36,4"
14/09/2022,"187,54","36,21"
15/09/2022,"187,13","35,69"
16/09/2022,"186,92","35,56"
19/09/2022,"188,18","36,45"
20/09/2022,"187,51","36,33"
21/09/2022,"186,89","36,17"
22/09/2022,"185,92","36,36"
23/09/2022,"184,87","35,21"
26/09/2022,"186,45","34,6"
27/09/2022,"186,21","34,61"
28/09/2022,"185,87","34,76"
29/09/2022,"186,77","34,6"
30/09/2022,"188,83","35,1"
03/10/2022,"180,5","34,86"
04/10/2022,"177,63","34,32"
05/10/2022,"178,22","34,45"
06/10/2022,"178,4","34,28"
07/10/2022,"179,24","34,3"
10/10/2022,"182,02","35,12"
11/10/2022,"182,52","34,63"
13/10/2022,"187,56","35,53"
14/10/2022,"187,82","35,25"
17/10/2022,"186,98","35,31"
18/10/2022,"185,87","35,33"
19/10/2022,"184,11","34,92"
20/10/2022,"184,44","35,31"
21/10/2022,"183,34","35,61"
24/10/2022,"182,9","34,58"
25/10/2022,"184,8","34,77"
26/10/2022,"185,7","34,56"
27/10/2022,"186,43","35,18"
28/10/2022,"189,19","35,6"
31/10/2022,"186,89","36,12"
01/11/2022,"186,84","36,55"
03/11/2022,"187,43","36,66"
04/11/2022,"184,76","36,7"
07/11/2022,"184,92","35,87"
08/11/2022,"186,38","36,06"
09/11/2022,"186,14","35,95"
10/11/2022,"191,22","35,43"
11/11/2022,"188,98","35,38"
14/11/2022,"187,76","35,22"
16/11/2022,"186,93","34,72"
17/11/2022,"187,33","34,49"
18/11/2022,"185,92","34,65"
21/11/2022,"186,69","35,15"
22/11/2022,"183,59","34,12"
23/11/2022,"184,14","34,28"
24/11/2022,"184,21","34,68"
25/11/2022,"184,91","34,18"
28/11/2022,"185,06","34,49"
29/11/2022,"184,96","34,96"
30/11/2022,"184,38","35,39"
01/12/2022,"180,65","34,71"
02/12/2022,"178,53","34,19"
05/12/2022,"181,54","34,38"
06/12/2022,"184,5","35,02"
07/12/2022,"181,23","34,79"
08/12/2022,"182,84","35,08"
09/12/2022,"183,87","35,09"
12/12/2022,"183,16","34,4"
13/12/2022,"182,54","34,34"
14/12/2022,"182,95","34,38"
15/12/2022,"183,22","34,43"
16/12/2022,"182,88","34,52"
19/12/2022,"182,74","34,43"
20/12/2022,"180,64","34,69"
21/12/2022,"179,76","34,59"
22/12/2022,"178,71","34,52"
23/12/2022,"181,11","35,07"
26/12/2022,"183,25","35,19"
27/12/2022,"181,07","34,27"
28/12/2022,"183,5","34,93"
29/12/2022,"184,43","34,93"
02/01/2023,"183,56","34,25"
03/01/2023,184,"33,77"
04/01/2023,"184,68","33,86"
05/01/2023,"182,59","34,05"
06/01/2023,"179,26","34,19"
09/01/2023,"178,76","34,02"
10/01/2023,"177,54","34,13"
11/01/2023,"176,65","34,06"
12/01/2023,"177,43","34,83"
13/01/2023,"176,97","34,74"
16/01/2023,"176,56","34,28"
17/01/2023,"176,78","34,61"
18/01/2023,"177,07","34,32"
19/01/2023,"176,93","34,19"
20/01/2023,"176,32","33,89"
23/01/2023,"176,5","33,97"
24/01/2023,"174,67","33,94"
25/01/2023,"171,91","33,87"
26/01/2023,"170,31","33,58"
27/01/2023,"170,39","33,34"
30/01/2023,"171,89","33,63"
31/01/2023,"173,93","34,25"
01/02/2023,"173,75","34,14"
02/02/2023,"172,29","34,21"
03/02/2023,"172,32","33,53"
06/02/2023,"173,53","33,53"
07/02/2023,"173,03","33,28"
08/02/2023,"172,89","33,32"
09/02/2023,"173,86","32,99"
10/02/2023,"174,43","33,4"
13/02/2023,"174,89","33,75"
14/02/2023,"173,26","33,31"
15/02/2023,"172,83","33,13"
16/02/2023,"173,23","33,19"
17/02/2023,"172,82","33,48"
22/02/2023,"172,25","33,32"
23/02/2023,"170,76","33,27"
24/02/2023,"171,37","32,92"
27/02/2023,"170,5","32,82"
28/02/2023,"168,9","32,35"
01/03/2023,"168,75","32,48"
02/03/2023,"169,23","32,52"
03/03/2023,"169,72","32,65"
06/03/2023,"169,35","32,78"
07/03/2023,"168,21","32,4"
08/03/2023,"167,76","32,62"
09/03/2023,"167,24","32,57"
10/03/2023,"167,83","32,18"
